Identifier,Comment,SubTask1,SubTask2
920,Jesus dharam badalana nahi jeevan badalana aya ha dear sis 🙏🙏🙏🙏🙏,Non-AntiReligion,None
4274,"जात, गोत्र, छुआछूत, सती,देवदासी। जैसे रिती रिवाजो मे तुम रहो,। मुसलमानों के लिए इतना काफी हैकि अल्लाह र्ने हमे ईमान की दौलत दी है, दोजख(नरक).निशानी है, 🔥 आग और तुम इस दुनिया मे ही जलते हो।",AntiReligion,Hinduism
4271,Karlo Pooja baaki ho to sare Hindus ko challenge h ki kar ke dikhao Pooja,AntiReligion,Hinduism
4872,Madm ji ka mati bhrast ho chuki h😂😂😂,Non-AntiReligion,None
6100,"ईसाई मिशनरी लोग इसी तरह ईसा मसीह का डर दिखाकर लोगो और बच्चों को सम्मोहित करते है । उसके बाद चर्च और प्रार्थना भवन बनाने के नाम पर लोगो को पैसो का दान करने दबाव डालते है। संस्था के जमा हुए पैसो से स्कूल कालेज बनाकर अपने लोगो को जगह देते है इससे जमा कालाधन का दुरुपयोग करते है । संपूर्ण भारत में ऐसी फर्जी मिशन बहुत है । यह सरकार से धोखा है अपने देश से गद्दारी है। पता नही धर्मांतरण होने वाले अंधविश्वासी लोगो की नींद कब खुलेगी ,",AntiReligion,Christianity 
9459,"In sabi jehadi jahil kom jo apne Islam ko dhram bolte hai jo reality mey ek terriost organization hai, bolna sochna aacha nhi lag raha hai lekin inhone mazbur kar diya hai, insabhi ke uper petrol daal ke aag laga do ,, kyu ki inmey inshaniyet nhi hai ye bss khoon kharaba chahte mahol kharab karna chahte hai aur apne Islam ka mazak bana diya hai in jahilo ne ,, ye log muslim aur sache Islam manne wale nhi hote hai bss bhed bhao khoon kharaba chahte hai 😡😡😡😡😡",AntiReligion,Islam
3538,Ye kitne Sharm ki bat h muslim ka samuday kitna h are हिंदुओं अब तो जागो हमारे ak dharm guru Bhai ne akele hi bta diya ki hm सनातनी भी किसी से km nhi Jay shree ram ❤️ hme kisi ki tag nhi khichni h hm hinduo ko ak hona h,AntiReligion,Islam
1319,Bss aisey maulana apni pol khud he khol dete hai.....bolnay k liye kuch hota nhi to bhokna shuru kr dete hai....baat ko references k saath kro naa....kbhi to sach bolay maulana.....pakistan k mulla molana fir bhi sach bol dete hai...india k maulana q sach nhi boltey..,AntiReligion,Islam
9435,"जितने भी एक्स मुस्लिम हैं बेहद जहीन और आलिम हैं कुरान ,हदीस के जानकार हैं ,और ये मुल्ले जाहिल हैं ,,, कमजोर पहलवान की तरह पहले ही दाव में दांत काटने लगा।",AntiReligion,Islam
7052,mauALLHAAAna ki G.phhat ke momo ke muhn main aagayi.,AntiReligion,Islam
984,Aur kine suboot aapko chahiye. Swami vivekanand se bada gyani to koi ho n sakta unhone uslaam ke bare me kya kaha ha... Ab inke pass Koi logic n h to ye ishwar aur allah ko ek bata rahe h.,Non-AntiReligion,None
6177,Samir Miya aap jab Islam chod diye to Islam se aap ko Keya Lena Dena hai lekin aap Samir ji apana naam x muslim nam khatam kare muslim se itana aap ko dikkat keo hai,AntiReligion,Islam
9646,Madrchod aagar diwet karna hii to berojgari pe kro,Non-AntiReligion,None
5665,To kro na puja road pe.....tum log bhagwan ko yaad bhi nhi krte duniya ki aiyyashi se fursat to mile,AntiReligion,Islam
7598,Beta Jab Duniya Bani dena Ajay sabse pahle Nadiya itna vah bhi Musalman the,AntiReligion,Islam
5407,Jo marega vah allah ke pass hi Jaega,Non-AntiReligion,None
10399,ढोल का पोल खोल दिया समीर ने। अंत में मौलाना अपनी नंगी औकात में आ गया,AntiReligion,Islam
11033,Purwaj Adam ke santan akher god messenger be Islam .auor deva dhotha anewale nhe .bible .tawarat enjes quoran last padu jawab uparwale ko do intejar me hy kocha nhe malom nhe Sabi asmani kitabe god messenger bolgaye hy,Non-AntiReligion,None
5528,Karo kisne mana kiya hai be,Non-AntiReligion,None
1078,कुछ लोग चंगा। कुछ पंगा। और कुछ नंगा। होने के कारण करते और कराते हैं दंगा। चंगाई या नंगाई। धीरज धर्म मित्र और नारी आफ़त काल परखिए चारी। जय हिन्द वन्देमातरम,AntiReligion,Hinduism
2261,Ek hi dil hai hai bhi kitne bar jitoge.,Non-AntiReligion,None
10145,बहुत ही उपयोगी और महत्वपूर्ण जानकारियां देने के लिए आपका हार्दिक आभार,Non-AntiReligion,None
7572,"और मैं यदि पृथ्वी पर से ऊँचे पर चढ़ाया जाऊँगा, तो सबको अपने पास खीचूँगा (यूहन्ना12:32)।",Non-AntiReligion,None
7518,Ye toh humara hua tha aur natak mein Kam karta tha😂,Non-AntiReligion,None
1577,"Humare bhagwan koi sadak chhaap thodi na h ki road pe , railway track pe Puja krde .....fir inme aur hum me kya farak hua",AntiReligion,Hinduism
666,To pooja bhi karo na mere bhai kon mana kiya ham apke sath hai,AntiReligion,Hinduism
1343,Kaise moulana ko la kar islam ki vayakhya puch rahe hama chaturvedy ya jarji moula na se debet karaye,AntiReligion,Islam
10585,Sabse paheli kon sha dharm tha pata koro wo dharm he hai bas,Non-AntiReligion,None
8949,मौलाना जी के पास तर्क नही है. राग राग करनेसे जवाब या शंका का निरसन नही होता मौलाना जीसमीर जो जो पूछ रहा उसका जवाब दो बस्स,AntiReligion,Islam
1898,Sameer Bhai aap to muftiyon ke baap niklein۔ Ager koi khuda hai to main unse duwa karta hun ki aapko hazar saal ki umer de۔💫,Non-AntiReligion,None
630,Samir salaa jahil kafir ki aulad hai akl hai ki nahi bat karne ki,Non-AntiReligion,None
3179,Dharm Parivartan nahin Karate kam Ishwar se ke dwara jodne ka kam aur man Parivartan hota hai Dharm Parivartan nahin hota hai isliye Prabhu se Darna,Non-AntiReligion,None
6992,Chlo aap log to Pooja krte nhi hoge isi bahane aap v 5 baar Pooja krenge achha laga,AntiReligion,Hinduism
2021,😂🤣😂🤣😂i m muslim boy 🤣😂 ye muslim ladki nahi he musalman yani allah se mohbbat,AntiReligion,Islam
8288,"जाहिल जिहादी खबीस, तुझे हिन्दुओं के बारे में बोलने का अधिकार किसने दिया है ? मत भूल भारत में तेरे पुरखे भी हिन्दू ही थे। तलवार की धार से डर कर तुम्हारे पुरखे मुसलमान बने। अरब के मुसलमानों में तुम्हारी क्या औकात है तुम लोग सब जानते हो। सनतान युग युगांतर से शाश्वत है।",AntiReligion,Islam
5107,2047 MAIN PFI MUSLIM NATION NAHI BANNE DENGE🤬🤬😡🤬🤬😡🤬🤬😡🤬😡,AntiReligion,Islam
4994,Asraf gilani jawab dene ki jagah gussa kyu ho raha hai?,Non-AntiReligion,None
9310,Google main Pakistan banane bale jinnah k grandfather ka name pata karo. Proof mil jayega,AntiReligion,Islam
7995,Inko a r rahman se sikhna chahiye 🤣🤣🤣,Non-AntiReligion,None
2421,राम भक्त कभी तलवार चलाते हैं बकवास कर रहा है,Non-AntiReligion,None
1669,"इस वीडियो को देख कर व सुनकर आपसे व आपके परिवार के जीवन चर्या से अवगत हुए, दर्द भी महसूस किया और फिर से घर वापसी से खुशी भी महसूस किया, आप अपने काम में संलग्न रहें हिन्दू समाज आपके साथ है,, ,, धन्यवाद,,",Non-AntiReligion,None
7057,"यीशु मसीह आप को प्यार करता है दीदी ,,,",Non-AntiReligion,None
3640,आप जैसे इस्लाम से खारीज लोगो के लिए दुनिया ही जहन्नम हैं.,AntiReligion,Islam
8903,Jamnat ek ALLAH KI IBADAT KARNE WALA AUR Prophet (saw) pr yaqeen ho aur unke mutabik amal karta ho wahi jannat ka haqdaar ha,Non-AntiReligion,None
3146,Hindu dharm mei Niyog kise kahete hai,Non-AntiReligion,None
9546,Arey madam tum Swarg ki fikar Karo,Non-AntiReligion,None
3306,Chor kya khud faisala karega ki main chor nahi hoon,Non-AntiReligion,None
6579,"मुसलमानो से और उम्मीद ही क्या किया जा सकता है,,,, हिंदुओं का क्या नही लुटा जा रहा है,,,, सबसे ज्यादा हम हिंदू ही एक नही हो रहे हैं,,, कितने देश लूट गए,,, बस अभी बचा है भारत फिर भी कश्मीर मे मे हिंदू पर जुल्म,,, कही तो यार हिंदुओं को चैन से जीने दो यहाँ पर भी हिंदू मुस्लिम भाई भाई बोलके बात दबाया जाता है लेकिन जब बहुसंख्यक मुसलमान हो जायेंगे तो पता है क्या होगा फिर कहाँ जायेंगे हिंदू ,,,,,,, ये सारे साजिश रचे जा रहे है,,, डर लगा रहता हैं कश्मीर वाला हदसा कही पड़ोस मे न हो जाए,,,, बॉलीवुड से लेकर,,,,,,,कुछ भ्रस्ट नेता वोट बैंक के लिए धर्म ईमान सब भूल रहे,,,हैं ,,,,,, जय हिंद,, जय सनातन,,, जय श्री राम,,,",AntiReligion,Islam
443,Are tor bahin chodo tor bap to ham hai bap ke khilaph nhi jate hai,Non-AntiReligion,None
9523,Nahi hai aur na kabhi hoga hindu bete hai,Non-AntiReligion,None
10799,Madam Islam mein tark Dena sarasar galat hai tum tark nahin de sakte aur na hi kisi ki itni aukat hai Jay Ho Musalman ho ya kisi bhi majhab se ho Musalman Musalman se hi debate kar sakta hai na ke Gair Muslim se kyon kyunki vah alfaazon Ko Tod marod ke pesh karta hai isliye debate nahin kar sakte usne ek aayat ka tarjuma hi galat Bata Diya to usse Kaun bahas Karega vah ghadi ghadi bol raha hai jo bhi hai Sameer hai Kaun hai mujhe to kutta jaisa najar aaya vah use pata hi nahin,AntiReligion,Islam
1280,Ye hindu isaiyat me fase hai ye chhichhore log,Non-AntiReligion,None
9433,Apne Hindu Apne Desh Se Jayaaada Kaha Bhhi Surkshit hai,Non-AntiReligion,None
10765,Zillat aur ruswai tum jaisi ladkio ka muqaddar h....,Non-AntiReligion,None
8833,Duniya ka sabse pahele inshan Kon hai,Non-AntiReligion,None
11170,Behen chood Maulana ku mirchi lagiye,AntiReligion,Islam
11219,लोगों के भागने की आदत पुरानी है इस शो में जाने कितने भाग गए😝😝😝😝😛😛😛🤣,Non-AntiReligion,None
1592,Murtd ki saja ... Katl he ....,Non-AntiReligion,None
6338,Ye molvi ne paise khaye hai sameer se lagta hai,AntiReligion,Islam
1789,Wah sameer beta apne sab kuch bata diya but Tu nahi tera roh bol gya,Non-AntiReligion,None
6854,Nhi bolega koi ..kyuki humare yha ye log minorities ko bacha rhe h🤣🤣🤣🤣🤣,AntiReligion,Islam
7281,IND nhi bakse ga pakistan ab IND me bhi Ase karna badega,AntiReligion,Islam
637,samir bhai kya banda he ye super,Non-AntiReligion,None
1618,40% Hindu the Pakistan mein sab khatm Ho Gaya,AntiReligion,Hinduism
5550,Bahut accha kiya Tum jaisi loogo ka aaisa hi ho na chahiye Deen ki na samaj Rakne walo ka anjaam ye hi hai,Non-AntiReligion,None
3068,Toh krlo naa kisne roka hai,Non-AntiReligion,None
9450,Urdu me बोलना ही सबसे बड़ी तहज़ीब है,Non-AntiReligion,None
